block,task_id,family,n,comparator,budget,field,log_ratio,absolute_r_difference,rank_r,baseline_r,matched_seed_pairs
1,test_er_100_05,er,100,log_mse,192,best_r,-0.0025877951068633393,-0.0008499999999999897,0.32774583333333335,0.32859583333333336,6
1,test_er_100_06,er,100,log_mse,192,best_r,0.0038080898458214504,0.0012583333333333335,0.333075,0.3318166666666667,6
1,test_er_100_07,er,100,log_mse,192,best_r,0.005972284859888748,0.0019416666666666749,0.32640416666666666,0.3244625,6
1,test_er_50_00,er,50,log_mse,192,best_r,-0.004863309122321631,-0.001666666666666668,0.3405333333333333,0.3422,6
1,test_er_50_01,er,50,log_mse,192,best_r,0.0062344101548170066,0.0022000000000000166,0.3530166666666667,0.3508166666666667,6
1,test_er_50_02,er,50,log_mse,192,best_r,0.010686922578030474,0.0036666666666666605,0.34369999999999995,0.34003333333333335,6
1,test_er_50_03,er,50,log_mse,192,best_r,0.004361829339958172,0.0015000000000000107,0.3444833333333333,0.34298333333333336,6
1,test_er_50_04,er,50,log_mse,192,best_r,-0.0026022876906600842,-0.0009333333333333323,0.3567166666666666,0.35765,6
1,test_er_50_05,er,50,log_mse,192,best_r,0.005128541690699849,0.0017333333333333274,0.33958333333333335,0.33785,6
1,test_er_50_06,er,50,log_mse,192,best_r,-0.0009465736189869615,-0.0002833333333333299,0.3301,0.3303833333333333,6
1,test_er_50_07,er,50,log_mse,192,best_r,0.002742736928637064,0.0009333333333333416,0.34850000000000003,0.34756666666666663,6
0,test_ba_100_00,ba,100,global_mse,192,best_r,0.016123375153093502,0.004216666666666674,0.2651791666666667,0.2609625,6
0,test_ba_100_01,ba,100,global_mse,192,best_r,0.008357076620015877,0.0022249999999999956,0.269175,0.26695,6
0,test_ba_100_02,ba,100,global_mse,192,best_r,0.008707653514032349,0.0020916666666666675,0.2430041666666667,0.2409125,6
0,test_ba_100_03,ba,100,global_mse,192,best_r,0.03034844821513441,0.0073458333333333336,0.2455291666666667,0.2381833333333333,6
0,test_ba_100_04,ba,100,global_mse,192,best_r,0.018681740526000006,0.004633333333333341,0.24991249999999998,0.2452791666666667,6
